chunk_id,document_id,file_name,document_type,page_number,page_chunk_index,chunk_sequence,character_count,chunk_text
CHK_6AF751DB5503,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,44,3,116,691,"er or pharmacist for more information about BRUKINSA that is written for healthcare professionals. What are the ingredients in BRUKINSA? Active ingredient: zanubrutinib Capsule inactive ingredients: colloidal silicon dioxide, croscarmellose sodium, magnesium stearate, microcrystalline cellulose, and sodium lauryl sulfate. The capsule shell contains edible black ink, gelatin, and titanium dioxide. Tablet inactive ingredients: colloidal silicon dioxide, croscarmellose sodium, lactose monohydrate, magnesium stearate, microcrystalline cellulose, povidone, and sodium lauryl sulfate. The film-coating contains FD&C Blue No. 1, FD&C Blue No. 2, hypromellose, titanium dioxide, and triacetin."
CHK_BE80EB92EF83,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,45,1,117,565,"This Patient Information has been approved by the U.S. Food and Drug Administration. Revised: 7/2026 Manufactured for: BeOne Medicines USA, Inc., Pennington, NJ 08534 BRUKINSA is a registered trademark owned by BeOne Medicines I GmbH or its affiliates. © BeOne Medicines I GmbH, 2026. All Rights Reserved. For more information, go to www.BRUKINSA.com or call 1-833-969-2463. PRINCIPAL DISPLAY PANEL - 80 mg Capsule Carton NDC 72579-011-02 Rx only Brukinsa zanubrutinib capsules 80 mg Swallow capsules whole. Do not open, break or chew the capsules. 120 capsules ® ®"
CHK_34C7F7F96FF8,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,46,1,118,161,PRINCIPAL DISPLAY PANEL - 160 mg Tablet Carton Rx only Brukinsa zanubrutinib tablets 160 mg Swallow tablets whole. Do not crush or chew the tablets. 60 tablets ®
CHK_DAE1BAFD4A0E,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,47,1,119,429,BRUKINSA zanubrutinib capsule Product Information Product Type HUMAN PRESCRIPTION DRUG Item Code (Source) NDC:72579-011 Route of Administration ORAL Active Ingredient/Active Moiety Ingredient Name Basis of Strength Strength ZANUBRUTINIB (UNII: AG9MHG098Z) (ZANUBRUTINIB - UNII:AG9MHG098Z) ZANUBRUTINIB 80 mg Inactive Ingredients Ingredient Name Strength SILICON DIOXIDE (UNII: ETJ7Z6XBU4) CROSCARMELLOSE SODIUM (UNII: M28OL1HH48)
CHK_291EEB344647,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,48,1,120,1162,"( ) MAGNESIUM STEARATE (UNII: 70097M6I30) MICROCRYSTALLINE CELLULOSE (UNII: OP1R32D61U) SODIUM LAURYL SULFATE (UNII: 368GB5141J) GELATIN, UNSPECIFIED (UNII: 2G86QN327L) TITANIUM DIOXIDE (UNII: 15FIX9V2JP) FERROSOFERRIC OXIDE (UNII: XM0M87F357) Product Characteristics Color WHITE (off-white) Score no score Shape CAPSULE Size 22mm Flavor Imprint Code ZANU;80 Contains Packaging # Item Code Package Description Marketing Start Date Marketing End Date 1 NDC:72579- 011-02 1 in 1 CARTON 11/14/2019 1 120 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product 2 NDC:72579- 011-01 1 in 1 CARTON 11/14/2019 09/30/2021 2 60 in 1 BOTTLE, PLASTIC; Type 0: Not a Combination Product Marketing Information Marketing Category Application Number or Monograph Citation Marketing Start Date Marketing End Date NDA NDA213217 11/14/2019 BRUKINSA zanubrutinib tablet, film coated Product Information Product Type HUMAN PRESCRIPTION DRUG Item Code (Source) NDC:72579-122 Route of Administration ORAL Active Ingredient/Active Moiety Ingredient Name Basis of Strength Strength ZANUBRUTINIB (UNII: AG9MHG098Z) (ZANUBRUTINIB - UNII:AG9MHG098Z) ZANUBRUTINIB 160 mg Inactive Ingredients"
CHK_91F0BE71D5CE,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,49,1,121,1200,"Ingredient Name Strength CROSCARMELLOSE SODIUM (UNII: M28OL1HH48) LACTOSE MONOHYDRATE (UNII: EWQ57Q8I5X) MAGNESIUM STEARATE (UNII: 70097M6I30) MICROCRYSTALLINE CELLULOSE 102 (UNII: PNR0YF693Y) POVIDONE K30 (UNII: U725QWY32X) SODIUM LAURYL SULFATE (UNII: 368GB5141J) SILICON DIOXIDE (UNII: ETJ7Z6XBU4) FD&C BLUE NO. 1 (UNII: H3R47K3TBD) FD&C BLUE NO. 2 (UNII: L06K8R7DQK) HYPROMELLOSE, UNSPECIFIED (UNII: 3NXW29V3WO) TITANIUM DIOXIDE (UNII: 15FIX9V2JP) TRIACETIN (UNII: XHX3C3X673) Product Characteristics Color blue Score 2 pieces Shape OVAL Size 16mm Flavor Imprint Code zanu Contains Packaging # Item Code Package Description Marketing Start Date Marketing End Date 1 NDC:72579-122- 01 1 in 1 CARTON 08/18/2025 1 60 in 1 BOTTLE; Type 0: Not a Combination Product Marketing Information Marketing Category Application Number or Monograph Citation Marketing Start Date Marketing End Date NDA NDA218785 08/18/2025 Labeler - BeOne Medicines USA, Inc. (119367185) Establishment Name Address ID/FEI Business Operations AndersonBrecon Inc. 053217022 PACK(72579-011, 72579-122) , LABEL(72579-011, 72579-122) Establishment Name Address ID/FEI Business Operations Changzhou SynTheAll Pharmaceutical Co., Ltd 5"
CHK_E16C7E998D15,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,49,2,122,279,"ss Operations AndersonBrecon Inc. 053217022 PACK(72579-011, 72579-122) , LABEL(72579-011, 72579-122) Establishment Name Address ID/FEI Business Operations Changzhou SynTheAll Pharmaceutical Co., Ltd 544385021 ANALYSIS(72579-011, 72579-122) , API MANUFACTURE(72579-011, 72579-122)"
CHK_D3D01DD4BD73,DOC_448A3EF9F119,20260913_3e08fe23-d70e-424c-bc51-1222e320f902 (1).pdf,APPROVED_LABEL,50,1,123,821,"BeOne Medicines USA, Inc. Establishment Name Address ID/FEI Business Operations Catalent CTS, LLC 962674474 ANALYSIS(72579-011) , MANUFACTURE(72579-011) Establishment Name Address ID/FEI Business Operations Catalent Pharma Solutions, LLC 829672745 ANALYSIS(72579-122) , MANUFACTURE(72579-122) Establishment Name Address ID/FEI Business Operations Allpack Group AG 484572565 PACK(72579-122) , LABEL(72579-122) Establishment Name Address ID/FEI Business Operations Siegfried Evionnaz SA 480093164 ANALYSIS(72579-122) , API MANUFACTURE(72579-122) Establishment Name Address ID/FEI Business Operations Sharp Packaging Services, LLC 117503828 PACK(72579-122) , LABEL(72579-122) Establishment Name Address ID/FEI Business Operations BeOne Pharmaceutical (Suzhou) Co.,Ltd 543941083 ANALYSIS(72579-011, 72579-122) Revised: 9/2026"
CHK_A7AC5A7F0D78,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,1,1,1,1200,"original reports Zanubrutinib Versus Ibrutinib in Relapsed/ Refractory Chronic Lymphocytic Leukemia and Small Lymphocytic Lymphoma: Interim Analysis of a Randomized Phase III Trial Peter Hillmen, MBChB, PhD1; Barbara Eichhorst, MD2; Jennifer R. Brown, MD, PhD3; Nicole Lamanna, MD4; Susan M. O’Brien, MD5; Constantine S. Tam, MBBS, MD6-9; Lugui Qiu, MD, PhD10; Maciej Kazmierczak, MD, PhD11; Keshu Zhou, MD, PhD12; Martin ˇSimkoviˇc, MD, PhD13,14; Jiˇr´ı Mayer, MD15; Amanda Gillespie-Twardy, MD16; Mazyar Shadman, MD, MPH17,18; Alessandra Ferrajoli, MD19; Peter S. Ganly, BMBCh, PhD20; Robert Weinkove, MBBS, PhD21,22; Sebastian Grosicki, MD, PhD23; Andrzej Mital, MD, PhD24; Tadeusz Robak, MD, PhD25; Anders ¨Osterborg, MD, PhD26,27; Habte A. Yimer, MD28; Tommi Salmi, MD29; Meng Ji, MD30; Jessica Yecies, PhD29; Adam Idoine, PhD29; Kenneth Wu, PhD29; Jane Huang, MD29; and Wojciech Jurczak, MD, PhD31 abstract PURPOSE Zanubrutinib is a potent, irreversible next-generation Bruton tyrosine kinase (BTK) inhibitor designed to maximize BTK occupancy and minimize off-target kinase inhibition. We hypothesized that complete/ sustained BTK occupancy may improve efﬁcacy outcomes and increased BTK speci"
CHK_4E5F822FBF7B,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,1,2,2,1200,"BTK) inhibitor designed to maximize BTK occupancy and minimize off-target kinase inhibition. We hypothesized that complete/ sustained BTK occupancy may improve efﬁcacy outcomes and increased BTK speciﬁcity may minimize off- target inhibition-related toxicities. PATIENTS AND METHODS ALPINE (ClinicalTrials.gov identiﬁer: NCT03734016) is a global, randomized, open-label phase III study of zanubrutinib versus ibrutinib in patients with relapsed/refractory chronic lymphocytic leukemia. The primary end point was investigator-assessed overall response rate (ORR). The preplanned interim analysis was scheduled approximately 12 months after the ﬁrst 415 patients were enrolled. RESULTS Between November 1, 2018, and December 14, 2020, 652 patients were enrolled. We present the interim analysis of the ﬁrst 415 enrolled patients randomly assigned to receive zanubrutinib (n 5 207) or ibrutinib (n 5 208). At 15 months of median follow-up, ORR (partial or complete response) was signiﬁcantly higher with zanubrutinib (78.3%; 95% CI, 72.0 to 83.7) versus ibrutinib (62.5%; 95% CI, 55.5 to 69.1; two- sided P , .001). ORR was higher with zanubrutinib versus ibrutinib in subgroups with del(17p)/TP53 mutat"
CHK_94DC8E7A5C28,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,1,3,3,1198,"zanubrutinib (78.3%; 95% CI, 72.0 to 83.7) versus ibrutinib (62.5%; 95% CI, 55.5 to 69.1; two- sided P , .001). ORR was higher with zanubrutinib versus ibrutinib in subgroups with del(17p)/TP53 mutations (80.5% v 50.0%) and del(11q) (83.6% v 69.1%); 12-month progression-free survival in all patients was higher with zanubrutinib (94.9%) versus ibrutinib (84.0%; hazard ratio, 0.40; 95% CI, 0.23 to 0.69). Atrial ﬁbrillation rate was signiﬁcantly lower with zanubrutinib versus ibrutinib (2.5% v 10.1%; two-sided P 5 .001). Rates of cardiac events, major hemorrhages, and adverse events leading to treatment discontinuation/death were lower with zanubrutinib. CONCLUSION Zanubrutinib had a signiﬁcantly higher ORR, lower atrial ﬁbrillation rate, and improved progression- free survival and overall cardiac safety proﬁle versus ibrutinib. These data support improved efﬁcacy/safety outcomes with selective BTK inhibition. J Clin Oncol 41:1035-1045. © 2022 by American Society of Clinical Oncology Creative Commons Attribution Non-Commercial No Derivatives 4.0 License INTRODUCTION Chronic lymphocytic leukemia (CLL) is the most common leukemia in the western world with an inci- dence of 4.2/100,000"
CHK_EB72B274547C,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,1,4,4,1200,"ative Commons Attribution Non-Commercial No Derivatives 4.0 License INTRODUCTION Chronic lymphocytic leukemia (CLL) is the most common leukemia in the western world with an inci- dence of 4.2/100,000 persons per year.1 Chemo- immunotherapy has improved outcomes for patients with CLL,2 but the advent of nonchemotherapy-based treatments, including B-cell receptor inhibitors, has transformed CLL treatment.3 A ﬁrst-generation Bruton tyrosine kinase inhibitor (BTKi), ibrutinib, is a standard treatment option for untreated and relapsed/refractory CLL.3 However, ibrutinib is associated with adverse events (AEs) which may be attributed to off- target kinase inhibition, such as hemorrhage, atrial ﬁ- brillation, ventricular arrhythmias, and hypertension.4-6 Approximately 16%-23% of patients discontinue ibru- tinib because of treatment-related toxicities.7-10 In RESONATE, a landmark study comparing ibrutinib versus ofatumumab in patients with relapsed/refractory CLL or small lymphocytic lymphoma (SLL), 37% dis- continued ibrutinib because of progressive disease (PD) ASSOCIATED CONTENT Data Supplement Protocol Author afﬁliations and support information (if applicable) appear at the end of this"
CHK_F8D8855A4426,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,1,5,5,372,"(SLL), 37% dis- continued ibrutinib because of progressive disease (PD) ASSOCIATED CONTENT Data Supplement Protocol Author afﬁliations and support information (if applicable) appear at the end of this article. Accepted on September 14, 2022 and published at ascopubs.org/journal/ jco on November 17, 2022: DOI https://doi. org/10.1200/JCO.22. 00510 Volume 41, Issue 5 1035"
CHK_0DEBFBCC76AF,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,2,1,6,1200,"and high-risk patients (del[17p] and/or TP53 mutation) treated with ibrutinib had median progression-free survival (PFS) of 40.7 versus 56.9 months in patients without mutations.9 Zanubrutinib (BGB-3111), a potent, irreversible next- generation BTKi, is more selective for BTK inhibition and exhibits less off-target kinase activity than ibrutinib.11,12 In a phase I/II zanubrutinib study (BGB-3111-AU-003) in pa- tients with CLL/SLL (82%; 101 of 123 relapsed/refractory), zanubrutinib demonstrated complete and sustained BTK occupancy in peripheral blood mononuclear cells and lymph nodes of all patients.12 At a median follow-up of 54.1 months (treatment-naive) and 43.7 months (relapsed/refractory), 21% discontinued zanubrutinib because of PD and 10% because of AEs, and the rate of atrial ﬁbrillation/ﬂutter was 4.9%.13 Estimated 2-year PFS was 90% in treatment-naive and 91% in relapsed/refractory patients, with a median follow-up of 47.2 months.13 For patients with del(17p)/TP53, PFS was 82% at 2 years. In patients with relapsed/refractory CLL, the overall response rate (ORR) was 95%.13 Achieving complete BTK inhibition in blood and lymph nodes is hypothesized to provide meaningful and s"
CHK_B5F3BD564501,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,2,2,7,1199,"at 2 years. In patients with relapsed/refractory CLL, the overall response rate (ORR) was 95%.13 Achieving complete BTK inhibition in blood and lymph nodes is hypothesized to provide meaningful and sustained responses in CLL/SLL.12 It is hypothesized that higher se- lectivity reduces toxicities and high BTK occupancy max- imizes efﬁcacy, potentially increasing the likelihood of achieving deep and sustained remission in CLL.12 We, therefore, initiated a global multicenter, open-label phase III, head-to-head study of zanubrutinib or ibrutinib in pa- tients with relapsed/refractory CLL. PATIENTS AND METHODS Study Design ALPINE (ClinicalTrials.gov identiﬁer: NCT03734016) is a global, randomized, open-label phase III study of zanubrutinib versus ibrutinib in patients with relapsed/ refractory CLL. The results of a preplanned interim anal- ysis scheduled approximately 12 months after the enroll- ment of the ﬁrst 415 patients are presented. The trial was approved by the institutional review board or independent ethics committee at each study site and conducted in accordance with the principles of the Declaration of Hel- sinki, International Council on Harmonisation guidelines, the princi"
CHK_1319D88A935B,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,2,3,8,1200,"board or independent ethics committee at each study site and conducted in accordance with the principles of the Declaration of Hel- sinki, International Council on Harmonisation guidelines, the principles of Good Clinical Practice, and all applicable regulatory requirements. All participants gave written in- formed consent. Patients Eligible patients had a conﬁrmed diagnosis of CLL or SLL that met International Workshop on CLL (iwCLL) criteria,14 required treatment, were relapsed after, or refractory to, at least one prior line of therapy, were age 18 years or older, and had measurable disease by imaging. Patients were required to have an Eastern Cooperative Oncology Group performance status score of 0, 1, or 2; adequate bone marrow and organ function; and a life expectancy of $ 6 months. Patients with bleeding disorders, active infections, stroke/intracranial hemorrhage, recent prior malignancies, or major surgery were ineligible. Patients with ongoing treatment with warfarin, strong CYP3A inhibitors/inducers, corticosteroids, or previously treated with BTKis were ex- cluded (Data Supplement, online only). Random Assignment and Treatment Patients were randomly assigned 1:1 to rece"
CHK_FA3C013E455D,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,2,4,9,1200,"CYP3A inhibitors/inducers, corticosteroids, or previously treated with BTKis were ex- cluded (Data Supplement, online only). Random Assignment and Treatment Patients were randomly assigned 1:1 to receive zanu- brutinib 160 mg twice daily or ibrutinib 420 mg once daily until PD or unacceptable toxicity (Data Supplement). Study drugs were administered open-label because dosing schedules and suggested dose modiﬁcations differed. Patients were randomly assigned by an interactive web response system on the basis of a computer-generated CONTEXT Key Objective The Bruton tyrosine kinase (BTK) inhibitor ibrutinib is a standard treatment option for untreated and relapsed/refractory chronic lymphocytic leukemia (CLL) and is associated with adverse events which may be attributed to off-target kinase inhibition. Zanubrutinib, a highly selective next-generation BTK inhibitor, was designed to maximize BTK occupancy and minimize off-target inhibition. To our knowledge, ALPINE (ClinicalTrials.gov identiﬁer: NCT03734016) is the ﬁrst head-to- head study of zanubrutinib versus ibrutinib in patients with relapsed/refractory CLL. This interim analysis evaluates the efﬁcacy and safety of zanubrutinib ver"
CHK_F4D8CEDA4E35,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,2,5,10,859,"iﬁer: NCT03734016) is the ﬁrst head-to- head study of zanubrutinib versus ibrutinib in patients with relapsed/refractory CLL. This interim analysis evaluates the efﬁcacy and safety of zanubrutinib versus ibrutinib in patients with relapsed/refractory CLL. Knowledge Generated Initial data from the ALPINE study suggest that zanubrutinib may improve efﬁcacy outcomes, and its increased speciﬁcity may minimize off-target, inhibition-related toxicities. Relevance (S. Lentzsch) Owing to the favorable beneﬁt risk proﬁle for zanubrutinib shown in the ALPINE trial, zanubrutinib is preferred over ibrutinib for the treatment of most patients with relapsed/refractory CLL/small lymphocytic lymphoma.* *Relevance section written by JCO Associate Editor Suzanne Lentzsch, MD, PhD. 1036 © 2022 by American Society of Clinical Oncology Volume 41, Issue 5 Hillmen et al"
CHK_1AB6E7DB7EFE,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,3,1,11,1200,"random assignment schedule, and patients were stratiﬁed by age (younger than 65 v 65 years or older), geographic region (China v non-China), refractory status, and del(17p)/ TP53 mutation status (Table 1). Patients were stratiﬁed by geographic region to account for potential differences in standards of care and prior treatments. Outcomes Efﬁcacy end points were analyzed with the intent-to-treat analysis set and only included the ﬁrst 415 patients ran- domly assigned in the study. The safety analysis set in- cluded all patients who received any dose of the study drug among the ﬁrst 415 randomly assigned patients. Safety data from all enrolled patients will be available at the ﬁnal analysis. The primary efﬁcacy end point was investigator-assessed ORR, deﬁned as complete response (CR) or partial re- sponse (PR) per regulatory authority requirement. Disease response was assessed per iwCLL 2008 criteria every 3 months for 2 years then every 6 months,14 with modiﬁcation for treatment-related lymphocytosis15 for patients with CLL and per Lugano classiﬁcation16 for patients with SLL (Pro- tocol, online only). To support the primary analysis, ORR per blinded independent central review (ICR)"
CHK_D8F47894AF75,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,3,2,12,1198,"lymphocytosis15 for patients with CLL and per Lugano classiﬁcation16 for patients with SLL (Pro- tocol, online only). To support the primary analysis, ORR per blinded independent central review (ICR) and rate of PR with lymphocytosis (PR-L) or higher were analyzed. Secondary end points included PFS, atrial ﬁbrillation/ﬂutter rate, duration of response, rate of PR-L or higher, overall survival (OS), time to treatment failure, and patient-reported outcomes. AEs were graded according to the National Cancer Institute Common Toxicity Criteria for Adverse Events version 4.03. Hematologic AEs were graded according to the CLL Working Group grading scheme (Data Supplement).14 Arrhythmia signs/symptoms were reviewed at every visit. Statistical Analysis A sample size of 600 was estimated to provide . 90% power to demonstrate noninferiority of zanubrutinib to ibrutinib in ORR, with a noninferiority margin of 0.8558 on the response ratio scale (zanubrutinib rate divided by ibrutinib rate), an assumed response ratio of 1.02 (72%/70%), and a one- sided alpha level of 0.025. The prespeciﬁed interim analysis included the ﬁrst 415 randomly assigned patients. On April 20, 2021, the independent data"
CHK_AB6B3EAA9F5C,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,3,3,13,1200,"med response ratio of 1.02 (72%/70%), and a one- sided alpha level of 0.025. The prespeciﬁed interim analysis included the ﬁrst 415 randomly assigned patients. On April 20, 2021, the independent data monitoring committee reviewed the interim analysis and conﬁrmed that the pre- speciﬁed statistical boundary for noninferiority in ORR had been crossed based on a stratiﬁed Wald test of the response ratio. Subsequent formal hypothesis testing was performed, including the superiority of ORR per a prespeciﬁed hy- pothesis testing approach (Protocol). RESULTS Patient Population Between November 1, 2018, and December 14, 2020, 652 patients were enrolled from 113 sites across 15 countries in North America, Europe, and Asia-Paciﬁc. The TABLE 1. Demographic and Baseline Characteristics Characteristic Zanubrutinib (n 5 207) Ibrutinib (n 5 208) Age, median (range) 67 (35-90) 67 (36-89) Age 65 years or older, No. (%) 129 (62.3) 128 (61.5) Male, No. (%) 142 (68.6) 156 (75.0) ECOG PS $ 1, No. (%) 128 (61.8) 132 (63.5) Geographic region, No. (%) Asia 26 (12.6) 26 (12.5) Australia/New Zealand 20 (9.7) 16 (7.7) Europe 130 (62.8) 124 (59.6) North America 31 (15.0) 42 (20.2) del(17p) and/or mutant TP53,"
CHK_8EF1FF4A10B6,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,3,4,14,1200,"61.8) 132 (63.5) Geographic region, No. (%) Asia 26 (12.6) 26 (12.5) Australia/New Zealand 20 (9.7) 16 (7.7) Europe 130 (62.8) 124 (59.6) North America 31 (15.0) 42 (20.2) del(17p) and/or mutant TP53, No. (%) 41 (19.8)a 38 (18.3) del(17p) 24 (11.6) 26 (12.5) TP53 mutated 29 (14.0)a 24 (11.5) del(11q), No. (%) 61 (29.5) 55 (26.4) IGHV unmutated,b No. (%) 147 (71.0) 148 (71.2) Complex karyotype,c PhD No. (%) 36 (17.4) 43 (20.7) Bulky disease ($ 5 cm), No. (%) 106 (51.2) 105 (50.5) Beta-2 microglobulin,d No. (%) # 3.5 mg/L 71 (34.3) 63 (30.3) . 3.5 mg/L 113 (54.6) 111 (53.4) Lactate dehydrogenase, median (range) 217 (117-1,828) 212 (119-621) Disease stage, No. (%) Binet stage A/B or Ann Arbor stage I/II 122 (58.9) 124 (59.6) Binet stage C or Ann Arbor stage III/IV 85 (41.1) 84 (40.4) Prior lines of therapy, median (range) 1 (1-6) 1 (1-8) 1 prior line, No. (%) 116 (56.0) 110 (52.9) 2 prior lines, No. (%) 57 (27.5) 49 (23.6) 3 prior lines, No. (%) 19 (9.2) 28 (13.5) . 3 prior lines, No. (%) 15 (7.2) 21 (10.1) Anti-CD20 antibody, No. (%) 176 (85.0) 172 (82.7) Alkylator (excluding bendamustine), No. (%) 178 (86.0) 165 (79.3) Chemoimmunotherapy, No. (%) 166 (80.2) 158 (76.0) Purine analogu"
CHK_33C2B223ECA9,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,3,5,15,1104,"15 (7.2) 21 (10.1) Anti-CD20 antibody, No. (%) 176 (85.0) 172 (82.7) Alkylator (excluding bendamustine), No. (%) 178 (86.0) 165 (79.3) Chemoimmunotherapy, No. (%) 166 (80.2) 158 (76.0) Purine analogue, No. (%) 118 (57.0) 105 (50.5) Bendamustine, No. (%) 51 (24.6) 66 (31.7) PI3K/SYK inhibitor, No. (%) 8 (3.9) 10 (4.8) BCL2 inhibitor, No. (%) 2 (1.0) 3 (1.4) IMiD, No. (%) 3 (1.4) 1 (0.5) Alemtuzumab, No. (%) 0 (0.0) 1 (0.5) Abbreviations: BCL2, B-cell lymphoma 2; CD20, cluster of differentiation 20; ECOG PS, Eastern Cooperative Oncology Group performance status; IGHV, immunoglobulin heavy chain variable region; IMiD, immunomodulatory drugs; PI3K, phosphatidylinositol 3-kinase; SYK, spleen-associated tyrosine kinase. aTwo patients with missing values. bSeventeen and 14 patients in zanubrutinib and ibrutinib arms, respectively, with missing values. cComplex karyotype is deﬁned as having three or more abnormalities. dTwenty-three and 34 patients in zanubrutinib and ibrutinib arms, respectively, with missing values. Journal of Clinical Oncology 1037 Zanubrutinib Versus Ibrutinib in R/R CLL/SLL"
CHK_6AAA51E737AD,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,4,1,16,1200,"interim analysis only included the ﬁrst 415 patients en- rolled in the study; the 415th patient was randomly assigned on December 20, 2019. Patients were randomly assigned 1:1 to zanubrutinib (n 5 207) or ibrutinib (n 5 208; Fig 1). Demographics and disease character- istics were balanced at baseline, except for more female patients on zanubrutinib versus ibrutinib (31% v 25%; Table 1). The median age was 67 years (range, 35-90 years), 83% were White, 12% were Asian, 51% of patients entered the study with bulky disease, 50% with cytope- nias, and 19% had del(17p) and/or TP53 mutations. The median prior lines of therapy was one (range, 1-8); 9% of patients received more than three lines of therapy (Table 1). A total of 80% and 76% of patients on zanu- brutinib and ibrutinib, respectively, had previously received chemoimmunotherapy. At data cutoff (December 31, 2020), 87.4% and 75.5% of patients in the zanubrutinib and ibrutinib arms, respectively, were still receiving treatment. Three patients in the zanubrutinib arm and one patient in the ibrutinib arm did not receive any drug and were excluded from the safety analyses. Efﬁcacy After 15.3 months of median follow-up (range, 0.1-26.0"
CHK_67CDF686C50F,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,4,2,17,1199,"atients in the zanubrutinib arm and one patient in the ibrutinib arm did not receive any drug and were excluded from the safety analyses. Efﬁcacy After 15.3 months of median follow-up (range, 0.1-26.0 months), investigator-assessed ORR (CR and PR) was signiﬁcantly higher with zanubrutinib versus ibrutinib (78.3% v 62.5%; two-sided P , .001; Table 2). Consistent beneﬁt in favor of zanubrutinib was observed in all pre- speciﬁed patient subgroups (Fig 2). A higher ORR among patients with del(17p)/TP53 mutation was observed with zanubrutinib versus ibrutinib (80.5% v 50.0%; 95% CI rate difference, 10.5 to 50.5; Table 2). Patients with del(11q) achieved an ORR of 83.6% with zanubrutinib and 69.1% with ibrutinib (Fig 2). By ICR, ORR met noninferiority (76.3% v 64.4%; P , .001) but not superiority (P 5 .0121, two-sided signiﬁcance level 0.0099). In patients with del(17p)/TP53 mutation, ORR by ICR was 80.5% with zanubrutinib versus 55.3% with ibrutinib (Data Supplement). The concordance rate for best overall response of PR or higher between ICR and inves- tigator was 94.2% and 93.3% for the zanubrutinib and ibrutinib arms, respectively; the concordance rate of PR-L or higher was 91.3% and"
CHK_822F5193A749,DOC_21FF4F1370C5,jco-41-1035 (2).pdf,SCIENTIFIC_PUBLICATION,4,3,18,1200,"or best overall response of PR or higher between ICR and inves- tigator was 94.2% and 93.3% for the zanubrutinib and ibrutinib arms, respectively; the concordance rate of PR-L or higher was 91.3% and 92.8%, respectively. Patients achieving a best overall response of PR-L or higher were Patients assessed for eligibility (N = 491) Did not meet eligibility criteria Withdrawal by subject Adverse event Other (n = 57) (n = 9) (n = 3) (n = 7) Patients randomly assigned (n = 415) Assigned to ibrutinib (n = 208) Included in intention- to-treat analysis (n = 208) Included in intention- to-treat analysis (n = 207) Discontinued treatment Adverse event COVID-19 Progressive disease Withdrawal by patient (n = 23) (n = 16) (n = 1) (n = 4) (n = 3) Did not receive treatment Other (chickenpox) Withdrawal by patient (n = 3) (n = 1) (n = 2) Did not receive treatment Physician decision (thrombocytopenia) (n = 1) (n = 1) Discontinued treatment Adverse event COVID-19 Progressive disease Withdrawal by patient Physician decision Lost to follow-up (n = 50) (n = 27) (n = 2) (n = 14) (n = 6) (n = 2) (n = 1) Assigned to zanubrutinib (n = 207) Treatment ongoing (n = 157) Treatment ongoing (n = 181) FIG 1. ALPINE"
